# 
#         ##############################################################
#         # Cosmology Pipeline Configuration
#         #------------------------------------------------------------
#         # Observable: shear-shear
#         # Likelihood: using covariance and differences between data vectors in ell-bins
#         # Sky Fraction (fsky): 0.43
#         # Redshift Binning: 5 source bins and 5 lense bins (0.01 ≤ z ≤ 3.0)
#         # for n(z) LSST-like
#         # Lensing & Clustering Scales:
#         #   - l_min: 20
#         #   - l_max: 5000.0
#         #   - total l_bins: 20
#         #   - cut in l_max (WL): [3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000]
#         #   - cut in l_max (GC, XC): [20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20]
#         #
#             
#             # Data Model:
#             #   - Nonlinear Power Spectrum: f(R): ReACT (6)
#             #   - Galaxy Bias Model: b1 constant within bins (0)
#             #   - Intrinsic Alignments: zNLA (0)
#             #   - Baryon Model: no baryons (0)
#             #   - Cross Correlation sqrt(Baryonic Supression): False 
#             #   - Parameters: 
#             
#             #       - Omega_m: 0.31966
#             #       - Omega_b: 0.04971747
#             #       - h: 0.6688
#             #       - log10As: 3.04070563
#             #       - ns: 0.9626
#             #       - Mnu: 0.0
#             #       - w0: -1.0
#             #       - wa: 0.0
#             #       - log10f_R0: -5
#             #       - a1_IA: 1.72
#             #       - eta1_IA: -0.41
#             #       - beta_IA: 0.0
#             #       - b1_1: 1.562362
#             #       - b1_2: 1.732963
#             #       - b1_3: 1.913252
#             #       - b1_4: 2.100644
#             #       - b1_5: 2.29321
#             #       - TCMB: 2.7255
#             #       - nnu: 3.044
#             #       - Ombh2: 0.0222382981843968
#             #       - Omnuh2: 0.0
#             #       - Omega_nu: 0.0
#             #       - Omega_cb: 0.31966
#             #       - Omega_c: 0.26994253
#             #       - fb: 0.15553234686854783
#             #       - As: 2.0919999807604575e-09
#         #
#         # Theory Model:
#         #   - Nonlinear Power Spectrum: mu-Sigma: ReACT (4)
#         #   - Galaxy Bias Model: b1 constant within bins (0)
#         #   - Intrinsic Alignments: zNLA (0)
#         #   - Baryon Model: no baryons (0)
#         #   - Cross Correlation sqrt(Baryonic Supression): False 
#         #   - Photo-z Error Model: no photo-z error (0)
#         #   - Parameter priors:
#         
#            #       - Omega_m: [0.28,0.36]
#            #       - Ombh2: N(0.0222383,0.00038)
#            #       - h: [0.61,0.73]
#            #       - log10As: [2.833213,3.218875]
#            #       - ns: N(0.9626,0.004)
#            #       - mu0: [-1.5,1.5]
#            #       - sigma0: 0.0
#            #       - q1: [-2.0,2.0]
#            #       - Mnu: 0.0
#            #       - w0: -1.0
#            #       - wa: 0.0
#            #       - gamma0: 0.8
#            #       - gamma1: 0.0
#            #       - q1_gamma: 0.0
#            #       - log10Omega_rc: -0.60205999132
#            #       - log10f_R0: -5.0
#            #       - a1_IA: [0.0,12.1]
#            #       - eta1_IA: [-7.0,6.17]
#            #       - beta_IA: 0.0
#            #       - b1_1: 1.562362
#            #       - b1_2: 1.732963
#            #       - b1_3: 1.913252
#            #       - b1_4: 2.100644
#            #       - b1_5: 2.29321
#         ##############################################################
#              Omega_m          Ombh2          h          log10As          ns          mu0          q1          a1_IA          eta1_IA        log_w   log_l
3.487236618362187790e-01 2.235949100310034854e-02 6.480339342055986274e-01 3.036113211691917613e+00 9.529925434374003634e-01 -6.156371519089560707e-01 -1.810630143960757277e+00 1.763216552478915178e+00 -3.696571175884342253e-01 -1.230943634120409058e+01 -1.395773162183907345e+01
3.333266991420110736e-01 2.258933176103772311e-02 6.915687770992793304e-01 2.911091396031001199e+00 9.628952620638570048e-01 -1.771277690740566957e-01 -1.318587570138570975e+00 1.771557714838272402e+00 -4.548327051481795280e-01 -1.074845044369823910e+01 -1.239674572433321664e+01
3.093173076603485394e-01 2.245938438729969469e-02 7.284108862624932845e-01 2.839168859489642482e+00 9.610390395764107918e-01 4.370020523509752230e-01 1.699144161135300202e+00 1.763534723115959046e+00 -5.131376384840145022e-01 -1.297956128036639711e+01 -1.462785656100137466e+01
2.973525324268486703e-01 2.171081962277170152e-02 7.239826042778212400e-01 2.912626726100216779e+00 9.580768201444542775e-01 6.331460425598196551e-01 1.278058198976025128e+00 1.738285435142228552e+00 -4.583163688658489221e-01 -1.057437294387337090e+01 -1.222266822450835022e+01
3.178234079619512986e-01 2.222784557754042822e-02 7.115155957645231677e-01 2.867102762447049091e+00 9.603591400274690271e-01 3.250296573229995989e-01 1.081717954556446593e+00 1.806081243656844748e+00 -5.503765911320650517e-01 -8.282568327150642062e+00 -9.930863607785619607e+00
2.986947745435796775e-01 2.228472981045132029e-02 7.298449966442183134e-01 2.868434076921871689e+00 9.627730898396524850e-01 7.201692649604094498e-01 1.715256993683050624e+00 1.814494198543505021e+00 -4.774457559859408562e-01 -9.794235188639220269e+00 -1.144253046927419959e+01
3.003950214417163145e-01 2.227041393969784316e-02 7.109487156456805179e-01 2.962840748559337545e+00 9.636574747012187636e-01 5.482564592951622018e-01 1.534279771447807583e+00 1.806224528506577442e+00 -5.069149050248258348e-01 -1.213696247265868777e+01 -1.378525775329366887e+01
2.943976886946058635e-01 2.214653421862078364e-02 7.259980446991503023e-01 2.958863332968859616e+00 9.676331731085425769e-01 4.178311002275809649e-01 1.633519744866582357e+00 1.758740952016554893e+00 -3.496526192433844216e-01 -1.131421441923053806e+01 -1.296250969986551915e+01
3.028500496294205258e-01 2.235336507624308133e-02 7.182811142717376862e-01 2.900080191646610572e+00 9.661685901751680960e-01 6.629998307675233349e-01 1.268195633147468637e+00 1.773288375320954957e+00 -4.530343690329479145e-01 -9.680409563847021559e+00 -1.132870484448200443e+01
3.370472881544753774e-01 2.209012515038622990e-02 6.460839587972554421e-01 3.114888523883553084e+00 9.687986022499212035e-01 -6.567651442336843726e-01 -1.968007423568690850e+00 1.809767681553978491e+00 -4.354572420471551908e-01 -1.159640443843196067e+01 -1.324469971906694177e+01
3.324876884768488416e-01 2.273691955825005509e-02 6.744885125862326580e-01 3.010557004774257361e+00 9.637179826767855451e-01 -3.209246812879911204e-01 -1.090080331367857980e+00 1.849371568342103922e+00 -5.999242714447268199e-01 -1.013505019365953785e+01 -1.178334547429451540e+01
3.312907762292082170e-01 2.244972583547193146e-02 6.721034716722420477e-01 3.020820906065322831e+00 9.631205975133942943e-01 -3.206819684183022101e-01 -1.628720318193842331e+00 1.851746094679779686e+00 -6.011513113394206798e-01 -9.377253903128952572e+00 -1.102554918376393189e+01
2.985577212907930544e-01 2.153778695666608636e-02 7.220696881096360098e-01 2.930337141349682817e+00 9.621590179502409468e-01 4.752073328913590800e-01 1.900135961408490282e+00 1.754437625506650500e+00 -4.463833652825552889e-01 -1.363578819163939215e+01 -1.528408347227437503e+01
3.145325707014954286e-01 2.140363477351952745e-02 7.056113815281541690e-01 2.870561407827567191e+00 9.664079549182421625e-01 4.717010184683201324e-01 1.347722696516961527e+00 1.654469939815336410e+00 -1.690394343264642885e-01 -1.050987064066122656e+01 -1.215816592129620588e+01
3.281447317271232733e-01 2.202201228634928509e-02 6.604930210848887207e-01 3.112594973158681722e+00 9.539727796219673595e-01 -5.855527327419012273e-01 -1.698199714525078896e+00 1.790006161623546754e+00 -4.274164081121787362e-01 -9.695335046133607193e+00 -1.134363032676858829e+01
3.358100625449272347e-01 2.252942137063476333e-02 6.670595191143107172e-01 3.030013913020073169e+00 9.562750348235770081e-01 -4.751988582754993473e-01 -1.516342092740100789e+00 1.752046072756869410e+00 -3.130655911876942810e-01 -1.043592426151004560e+01 -1.208421954214502669e+01
3.057389809698085603e-01 2.233137648935252378e-02 7.287904775280757974e-01 2.860279272559738573e+00 9.635967780534820948e-01 4.421991717908624331e-01 1.176763333626559493e+00 1.646289377109029450e+00 -1.399525285202427582e-01 -1.071606174413440016e+01 -1.236435702476937770e+01
3.358224513017953328e-01 2.205999498099778244e-02 6.688525624451769902e-01 3.005568203501184144e+00 9.590188040505857048e-01 -5.113882066696886497e-01 -8.055657734915047108e-01 1.844006668140891758e+00 -4.827009245546669547e-01 -1.113139687805015399e+01 -1.277969215868513686e+01
3.067775043831531545e-01 2.188150068388847874e-02 7.252614913817752029e-01 2.853142571773534808e+00 9.564156084829003035e-01 5.005433270877688301e-01 9.447722735771422187e-01 1.737314947184483316e+00 -3.939833255258982092e-01 -3.747661574253208983e+01 -3.912491102316706559e+01
3.464751395985037896e-01 2.166456050674969713e-02 6.530102777590336416e-01 2.999233266204981874e+00 9.605272115350408368e-01 -5.112627975910951639e-01 -1.079120380127585044e+00 1.725042969511411561e+00 -3.185419482551310466e-01 -9.451591704045043230e+00 -1.109988698468002077e+01
3.378106498069140540e-01 2.258370623026056262e-02 6.771684603010801329e-01 2.959960180619694459e+00 9.577339196617868922e-01 -5.083367113060397458e-01 -1.047206316049999586e+00 1.828578060973858666e+00 -4.582059952822925553e-01 -1.106535804019840441e+01 -1.271365332083338728e+01
3.375965539074514132e-01 2.245701575228275029e-02 6.696995184094129971e-01 2.999899762803846404e+00 9.570931105132060024e-01 -4.208446279917792410e-01 -2.656321198249034232e-01 1.771376277855063464e+00 -4.501305991338560020e-01 -9.928559992206736240e+00 -1.157685527284171378e+01
2.974669736407912768e-01 2.216035965081220027e-02 7.143851080467258363e-01 2.938723408065746501e+00 9.643599840748610097e-01 7.735129601152195278e-01 1.536556471192350060e+00 1.778059522410221360e+00 -4.565216092055361941e-01 -9.681348209318286990e+00 -1.132964348995326631e+01
3.192640159648624798e-01 2.212360899275435042e-02 7.044173631482859577e-01 2.886514006440689784e+00 9.640968683480198864e-01 2.767876270718527820e-01 1.933028491304135343e+00 1.825640640043956653e+00 -4.974684263748585522e-01 -1.105252068095722251e+01 -1.270081596159220005e+01
2.973960253447291424e-01 2.141286796736395839e-02 7.235224620396312201e-01 2.903710323040980423e+00 9.584693996300800434e-01 6.886653095340804498e-01 1.758151758553049504e+00 1.649541183601558547e+00 -2.069088656875734955e-01 -1.882248891009096781e+01 -2.047078419072594357e+01
3.052470431279314389e-01 2.203359478145451925e-02 7.208657501394065692e-01 2.879375433350747304e+00 9.577957033261693676e-01 5.694930999696392604e-01 1.795879193062696721e+00 1.712136581873554109e+00 -2.536898920158856541e-01 -1.009954306531974311e+01 -1.174783834595472243e+01
3.236292566000347759e-01 2.192489246868883565e-02 6.692802219611564407e-01 3.081054536096525798e+00 9.675125339862610252e-01 -3.834762433029359485e-01 -1.529101086522698161e+00 1.833675984589982599e+00 -4.913373230426323346e-01 -1.085094152845594095e+01 -1.249923680909092205e+01
3.033544297571228454e-01 2.201956474914804410e-02 7.001117809705642570e-01 3.017916185982831845e+00 9.597939908343147142e-01 4.158355465587511013e-01 1.639912343541554574e+00 1.821287154775521389e+00 -5.715009515797699891e-01 -1.018927847602216730e+01 -1.183757375665714306e+01
3.190513534057806688e-01 2.244752456693889162e-02 7.126694766749682719e-01 2.865100504212597432e+00 9.659816080261440785e-01 2.517129886315996323e-01 1.316759502900403334e+00 1.703628184827500114e+00 -2.839634381019520148e-01 -1.221199900318324438e+01 -1.386029428381822193e+01
3.005000404646867573e-01 2.190788150395927766e-02 7.040776093759059107e-01 2.974215752811349756e+00 9.697647256182763131e-01 5.916775027173546420e-01 1.470246872231430579e+00 1.740413852290795926e+00 -4.112571062533563193e-01 -9.563712954143852585e+00 -1.121200823477883191e+01
3.045323973687815711e-01 2.228552571194572854e-02 7.053871995363393266e-01 2.990239413742224350e+00 9.585921165755716400e-01 3.966537470180591107e-01 1.326945949765727661e+00 1.694780337824709271e+00 -3.328713059811745367e-01 -1.154163343144333709e+01 -1.318992871207831641e+01
3.332236247799811313e-01 2.180732703789118460e-02 6.838895015765583674e-01 2.936838088058107754e+00 9.560769275936439326e-01 -2.932087587043170629e-01 -4.714796092535702421e-01 1.718718788300355627e+00 -3.397382342997516957e-01 -1.147336244540909433e+01 -1.312165772604407010e+01
3.209772615519911332e-01 2.184691732620126434e-02 7.017859824429611981e-01 2.849727985520548845e+00 9.626505398682738690e-01 4.822740587901213072e-01 1.667031982599843865e+00 1.709492561575142622e+00 -3.593237210943271975e-01 -8.469221900268607328e+00 -1.011751718090358487e+01
3.371191232939680926e-01 2.245265318904722529e-02 6.911999246407136699e-01 2.890594081926761483e+00 9.582095495465252633e-01 -3.803637536996788970e-01 -6.083916403080356083e-01 1.727374232525986875e+00 -3.457512276239613769e-01 -1.070193323162537524e+01 -1.235022851226035101e+01
3.370732232337208534e-01 2.179007045016327984e-02 6.785637105549158221e-01 2.937223465382085674e+00 9.584774445621623284e-01 -4.684698581039064003e-01 -1.679260946206861504e+00 1.691032193463529287e+00 -2.457707091216141393e-01 -9.142265973849667660e+00 -1.079056125448464520e+01
3.241480907753060414e-01 2.276219236274794333e-02 6.890000859433914604e-01 2.995598110720116392e+00 9.648429160936549120e-01 -3.537996223663466555e-01 -1.564447711734048507e+00 1.834011251721985092e+00 -5.379546343309744572e-01 -1.012032283218048434e+01 -1.176861811281546366e+01
3.388256730789878657e-01 2.130442883582913532e-02 6.570148515280566093e-01 3.039923758941750265e+00 9.583133112739482540e-01 -5.353478426246516264e-01 -6.083563879735307545e-01 1.742522548845689467e+00 -3.557838545245886053e-01 -3.369850759463942325e+01 -3.534680287527440612e+01
3.125039630666635038e-01 2.163264465130547778e-02 6.988677874810165225e-01 2.963679528953189202e+00 9.613831828680491354e-01 2.302307575687820851e-01 1.349816987735082741e+00 1.776520578520092597e+00 -4.920988577665035280e-01 -9.357615343061155500e+00 -1.100591062369613482e+01
2.959526930716303017e-01 2.248429409854205488e-02 7.221265277593297283e-01 2.984350447633590697e+00 9.603688255161193510e-01 4.040162165370309033e-01 1.460693576108310410e+00 1.827107517381436175e+00 -5.233346580118576341e-01 -1.057591422008784576e+01 -1.222420950072282508e+01
3.350063378124527036e-01 2.215527522312023961e-02 6.721052320256678536e-01 2.992673150860809095e+00 9.545622339963670822e-01 -2.661528344594235040e-01 -1.207041830205458410e+00 1.783392126609876893e+00 -5.028311802788429929e-01 -1.138244069510736978e+01 -1.303073597574234910e+01
3.068878026997514663e-01 2.182786461443668793e-02 7.177123355419561257e-01 2.855404853050106162e+00 9.566104706155088566e-01 7.064980872107060605e-01 1.265574678074556481e+00 1.713555775533451841e+00 -4.176795370404162711e-01 -1.149991391531852258e+01 -1.314820919595350013e+01
2.987771001805310522e-01 2.224725005529794991e-02 7.218847067896480008e-01 2.953177046116676863e+00 9.639616297570912096e-01 3.933546300931500816e-01 1.252247024976256284e+00 1.655633690986128448e+00 -2.483034302466009535e-01 -1.054945882735502494e+01 -1.219775410799000426e+01
2.942095670466391422e-01 2.152934801269963325e-02 7.197659431407293917e-01 2.954588900329501833e+00 9.598421663032347118e-01 6.250654628191383289e-01 1.233170328805789584e+00 1.724686170462638168e+00 -3.662693222933866011e-01 -7.880750800907890152e+00 -9.529046081542869473e+00
3.002206297284114589e-01 2.236920789594533041e-02 7.132195982283173752e-01 2.953125243826316471e+00 9.613440337178917883e-01 6.075492461566884828e-01 1.838180073935424375e+00 1.840613388251931770e+00 -6.061220808100253876e-01 -9.184897365977583661e+00 -1.083319264661256121e+01
3.091325750492486257e-01 2.206373436696946674e-02 7.129600900047459167e-01 2.897588355981446373e+00 9.647616026155118041e-01 4.643351022137607309e-01 1.882418893099558677e+00 1.717512680115956591e+00 -4.315656418906126390e-01 -1.108505212267107254e+01 -1.273334740330605008e+01
3.314265391686341267e-01 2.263204421996245844e-02 6.615929087511591700e-01 3.076728762176694776e+00 9.705850683455791161e-01 -3.983852782345582710e-01 -1.961779838459265513e+00 1.885991853087147563e+00 -6.191820980243996075e-01 -1.058363928669102449e+01 -1.223193456732600382e+01
3.394052827750307921e-01 2.229017450093331854e-02 6.525637674378738096e-01 3.073413050454381068e+00 9.615822889748809610e-01 -5.659118790245453168e-01 -1.630968484642233207e+00 1.714426216947946946e+00 -2.910938820844206631e-01 -9.583796383416668618e+00 -1.123209166405164616e+01
3.064729801561404954e-01 2.275094790527719055e-02 7.208767240454729830e-01 2.874942621929265307e+00 9.694781392048128499e-01 5.719784771880771501e-01 1.420328596909987695e+00 1.588613691250930104e+00 -1.209979047893314785e-01 -1.044807131003547340e+01 -1.209636659067045628e+01
3.170202924237484621e-01 2.207211394124590845e-02 7.162832200770833380e-01 2.844899013852564718e+00 9.577824203108198375e-01 3.002092724873990370e-01 1.416625777619891835e+00 1.704417422369958635e+00 -3.141555154388653293e-01 -1.070390458890668128e+01 -1.235219986954166238e+01
3.174515815843695354e-01 2.254866979808614613e-02 7.134970879595834425e-01 2.868261770599360716e+00 9.587618947451526097e-01 3.503668732055125190e-01 1.142153759816441294e+00 1.759643805739292244e+00 -3.801222661977838868e-01 -1.088620415134595021e+01 -1.253449943198092953e+01
3.319805351026522966e-01 2.206982905271104994e-02 6.497969020858576084e-01 3.133710736766707416e+00 9.601872649597089637e-01 -5.098766876591870334e-01 -1.128720594011877409e+00 1.850277244181586456e+00 -5.558000942157947932e-01 -1.189851635625275605e+01 -1.354681163688773893e+01
3.094613307295459026e-01 2.282312518623856590e-02 7.001006803861539174e-01 2.992782796666942691e+00 9.657400977869066150e-01 3.240890572108008350e-01 1.308388390533684387e+00 1.854557095315105153e+00 -5.997063792805805704e-01 -1.131908761814247555e+01 -1.296738289877745487e+01
3.382470975685537562e-01 2.246894099399487227e-02 6.715178922318294497e-01 2.979621639856864679e+00 9.586890018230196375e-01 -2.459875614515922848e-01 -1.281483384379608292e+00 1.743485349402331464e+00 -4.317739683868859757e-01 -1.041073150246736390e+01 -1.205902678310234499e+01
3.030582327444714119e-01 2.246311871295013016e-02 7.082296216657451016e-01 3.004450702043617749e+00 9.637927200641533965e-01 3.042151016303866751e-01 1.267530810264821284e+00 1.784786741877171456e+00 -4.522512209529239158e-01 -9.449693456916499201e+00 -1.109798873755147852e+01
3.137654347973467539e-01 2.265313632058326559e-02 7.072252472944539070e-01 2.920186675414159438e+00 9.635795143734513513e-01 3.911328358311823017e-01 1.022199078246266435e+00 1.711149941258142126e+00 -3.531990799571431694e-01 -7.911695200121314997e+00 -9.559990480756292541e+00
3.339455972205374046e-01 2.252959686489235461e-02 6.704014198555242610e-01 3.025182038096989157e+00 9.615804491884966110e-01 -4.841627416869498379e-01 -1.636762914552564396e+00 1.789857568647506225e+00 -4.683517713946239169e-01 -1.367155994671213648e+01 -1.531985522734711758e+01
3.109092481648850770e-01 2.213470888266884720e-02 7.136878070151947417e-01 2.874619032233438176e+00 9.609247527944929645e-01 4.824380569549857611e-01 1.405914020033605993e+00 1.786450940735877291e+00 -4.367577875723345215e-01 -9.916218432761802148e+00 -1.156451371339677969e+01
3.413231103795819066e-01 2.193018165753167145e-02 6.712991890567442388e-01 2.946954067355211926e+00 9.617344115193271481e-01 -3.997282531478105749e-01 -9.601785047936406414e-01 1.778250952723683165e+00 -4.094666242982016868e-01 -1.115589363910336829e+01 -1.280418891973834938e+01
2.958766383585482718e-01 2.220604830073688932e-02 7.107563674382659791e-01 2.979730880464185105e+00 9.649109043047656709e-01 7.114546599524325110e-01 1.268679697709760745e+00 1.755035387200188701e+00 -4.051690347115082247e-01 -1.016063013541936755e+01 -1.180892541605434864e+01
2.992044346898882212e-01 2.216837131012752010e-02 7.094321881814195097e-01 2.981216593834945527e+00 9.667116229391988780e-01 5.108955909029733178e-01 1.935697176023704724e+00 1.685311362382101663e+00 -2.962809039967346791e-01 -1.258834247895561731e+01 -1.423663775959059663e+01
3.067171845113630391e-01 2.243676728997019004e-02 7.116402091277000963e-01 2.956205768520609567e+00 9.548740026502804401e-01 3.334320874086620368e-01 1.389796780918401975e+00 1.851706757429834482e+00 -6.416402365408879760e-01 -1.322735102681761532e+01 -1.487564630745259642e+01
3.012094861381353073e-01 2.191133235665087414e-02 6.969065727854996117e-01 3.026456096460385048e+00 9.698844943813964559e-01 5.224000177140197820e-01 1.718048940403296143e+00 1.695938363417148098e+00 -3.116019308515687314e-01 -1.088164750571502282e+01 -1.252994278635000569e+01
3.418132867511893269e-01 2.200743894334490289e-02 6.769577631409308127e-01 2.911722819591181732e+00 9.592974336787496448e-01 -2.940696086475389492e-01 -1.624481622603139108e+00 1.779343653863893371e+00 -4.095854464029429209e-01 -1.120687959807204948e+01 -1.285517487870703235e+01
3.100240171899437680e-01 2.222506882375463108e-02 6.921456059725096255e-01 2.990741189811407352e+00 9.692829376425504684e-01 4.551827751651655873e-01 1.400167337790993116e+00 1.702612297811829212e+00 -3.946587208126564050e-01 -8.565854888921009547e+00 -1.021415016955599064e+01
3.048306920121466868e-01 2.225575193786803047e-02 7.148971121021018282e-01 2.897622085197215647e+00 9.612652111128151544e-01 6.679902439670355463e-01 1.587952125739777287e+00 1.620265907826456742e+00 -1.843002035332972355e-01 -1.034281815006798411e+01 -1.199111343070296165e+01
3.105326666140718062e-01 2.170443280240940548e-02 6.924870031052220432e-01 2.968917244678670464e+00 9.725216175353655901e-01 4.329488086905788347e-01 1.822923570448281794e+00 1.821113468309682126e+00 -6.121381269077064147e-01 -8.557926505953865615e+00 -1.020622178658884316e+01
3.016382473281057353e-01 2.119595266795974708e-02 6.980635183277724698e-01 2.997987072806838071e+00 9.669215940671166409e-01 6.109330738633298452e-01 1.879703342431968682e+00 1.726232431473151863e+00 -3.673362132448811934e-01 -5.538341974462686323e+01 -5.703171502526183900e+01
3.051319191251076757e-01 2.220376885269804978e-02 6.996660013274156320e-01 3.017649989866781457e+00 9.608029912860351907e-01 3.457363707387073326e-01 1.973739981061355842e+00 1.840310253792850625e+00 -6.082286052820968791e-01 -1.055629810421928028e+01 -1.220459338485426137e+01
3.290295033922454593e-01 2.210553806173090607e-02 6.918031800272969045e-01 2.921884158587692237e+00 9.664020983246547347e-01 -1.368479238780961893e-01 -1.443510283696274321e+00 1.774991686578270667e+00 -4.982580954636812720e-01 -1.093347377680715482e+01 -1.258176905744213592e+01
3.111112613368511304e-01 2.201896421122036263e-02 7.118445951259667615e-01 2.901565564016314713e+00 9.689523471892140805e-01 3.439012912613153006e-01 1.753269151570736373e+00 1.638231113394475358e+00 -1.577815897151459978e-01 -1.090620239721211959e+01 -1.255449767784710069e+01
3.059763423332587107e-01 2.205571930326094207e-02 7.253638113788710706e-01 2.833994340878082774e+00 9.567440007908174504e-01 6.664995026371642872e-01 1.541414564060811898e+00 1.851148219864647171e+00 -6.222664637651105224e-01 -1.275370121339122420e+01 -1.440199649402620174e+01
3.031372958660343286e-01 2.133116193113159323e-02 7.065348808558785665e-01 2.921355641191319297e+00 9.606308834694806675e-01 7.330803774450371790e-01 1.547396642277448997e+00 1.714706282209490729e+00 -3.894006832420870978e-01 -1.134508742481044408e+01 -1.299338270544542695e+01
3.070606095364004640e-01 2.210915058314260814e-02 7.104340770375743297e-01 2.920203805990703394e+00 9.688883555574702156e-01 4.302601834898795996e-01 1.807706510877173045e+00 1.743296875742027963e+00 -4.820444430981627448e-01 -9.431019304094220956e+00 -1.107931458472919850e+01
2.986279970907310677e-01 2.217511108483073354e-02 7.264361363074440803e-01 2.922895667547581233e+00 9.652986470636973904e-01 4.191638017836836205e-01 1.467907269970558204e+00 1.859888672584560476e+00 -5.476058732927082673e-01 -1.059079351109694755e+01 -1.223908879173192688e+01
3.335096925168796744e-01 2.228128222716871734e-02 6.620225849496764736e-01 3.051555805331676918e+00 9.667836138813135083e-01 -4.544930569044700608e-01 -1.524628094934362466e+00 1.818162511433098816e+00 -5.459031451699178916e-01 -9.598928379259184851e+00 -1.124722365989416417e+01
3.305169870749313787e-01 2.210992389608179218e-02 6.918249383832641985e-01 2.926229621395938452e+00 9.577120078239588219e-01 -3.656604297307994855e-01 -1.743496723845665120e+00 1.787801574323612419e+00 -3.953280168900077385e-01 -9.332391668098765081e+00 -1.098068694873374795e+01
2.938763336370056600e-01 2.193443247478241501e-02 7.153005457045070736e-01 2.994382204307947326e+00 9.587250708834652579e-01 5.903475024120199421e-01 1.948752052610466468e+00 1.739946443463613379e+00 -4.304956899100265133e-01 -1.032487073619569173e+01 -1.197316601683066750e+01
3.146708764890770449e-01 2.230432460223933516e-02 7.137471579823938539e-01 2.885947607612837640e+00 9.639786797231806315e-01 3.006090801309770910e-01 1.858915736280626341e+00 1.726314399146983369e+00 -3.661731370485830084e-01 -1.267840104053277628e+01 -1.432669632116775915e+01
3.111692129754763392e-01 2.258702411455874512e-02 7.263417726482874759e-01 2.872533305449875840e+00 9.638367185307423757e-01 1.890124167149118684e-01 1.106478489392893394e+00 1.716124523143187197e+00 -3.750681258200314616e-01 -1.023884148396106752e+01 -1.188713676459604685e+01
3.267602206273337861e-01 2.232813249884904594e-02 6.571655581336451890e-01 3.133142198590661565e+00 9.732831021090261325e-01 -4.188290039249895624e-01 -1.124820335764389778e+00 1.747027779334917819e+00 -4.044162246220333046e-01 -1.480898007065269439e+01 -1.645727535128767371e+01
3.299410172693480470e-01 2.233631515955770974e-02 6.704598177467333553e-01 3.050008199606689452e+00 9.591331104838535238e-01 -4.061264183606463352e-01 -8.177306711367888781e-01 1.731598262933779608e+00 -3.110072602208084902e-01 -1.072010671705510276e+01 -1.236840199769007853e+01
3.350779267401592931e-01 2.225492976336038500e-02 6.654140418538885271e-01 3.022356825243330825e+00 9.648971213708994465e-01 -4.709732223159570630e-01 -1.452716589686730231e+00 1.729276796715442099e+00 -3.147990612481947892e-01 -1.177564420862830730e+01 -1.342393948926328839e+01
3.050614546770967772e-01 2.174508237525502041e-02 7.159921380542263458e-01 2.941799527060306119e+00 9.629928521616337722e-01 2.317990235393494469e-01 1.521190700765055581e+00 1.749678451481035291e+00 -4.076753708240534735e-01 -9.428591798156539028e+00 -1.107688707879152012e+01
3.317320983324298367e-01 2.221128234035629409e-02 6.792071297594016732e-01 2.981743989629927150e+00 9.619303141593682493e-01 -4.419702753154179931e-01 -2.640393307128037215e-01 1.761828294892975766e+00 -3.870052217361115154e-01 -1.290480625673065163e+01 -1.455310153736563095e+01
3.338691234384154605e-01 2.146909393828367457e-02 6.723833264835035184e-01 2.988902972817739201e+00 9.550360686382463049e-01 -4.263945311957706430e-01 -1.481226203859256074e+00 1.803983141564527104e+00 -4.075555139603661559e-01 -1.013072614163712615e+01 -1.177902142227210724e+01
2.935782829295198182e-01 2.252293556096678431e-02 7.199833373002979542e-01 2.979616174467978329e+00 9.604407101871674790e-01 6.563333581200319067e-01 1.488260105263296662e+00 1.811463411355655140e+00 -5.334737984579449588e-01 -1.373261709016118459e+01 -1.538091237079616391e+01
3.411105262243586123e-01 2.231096898575698345e-02 6.752898795059304460e-01 2.940958977607806002e+00 9.578241535904784554e-01 -5.848254645913970595e-01 -1.472618007382658245e+00 1.692927263931964799e+00 -2.331802232634228034e-01 -1.160183013812353181e+01 -1.325012541875850758e+01
3.133673736647352159e-01 2.275419114903912826e-02 7.159428754840722053e-01 2.833320240790254907e+00 9.623108217000659881e-01 6.672282056287395235e-01 1.844714988956497770e+00 1.731735372087946923e+00 -3.262504281489864155e-01 -1.226237521934062613e+01 -1.391067049997560190e+01
2.903167497897542471e-01 2.222120506880016083e-02 7.259651925190533373e-01 2.943984108780835829e+00 9.666065073564829024e-01 7.707422059933568548e-01 1.983445490920221488e+00 1.773477966786392690e+00 -4.242147895121668455e-01 -8.897673188246457698e+00 -1.054596846888143347e+01
3.348803076211510077e-01 2.245604078313188229e-02 6.555037607576370551e-01 3.087683651797204831e+00 9.646965796254295400e-01 -3.998629588140061308e-01 -1.389550240438159889e+00 1.839266567176276013e+00 -5.828647269476494586e-01 -1.063742012473054643e+01 -1.228571540536552575e+01
3.299757474479194652e-01 2.269783119625059034e-02 6.747051704175586195e-01 3.029747220487811532e+00 9.606650105776242121e-01 -4.602766187454714331e-01 -1.703641337201034389e+00 1.798739161213372073e+00 -4.240962832660111204e-01 -8.506170931535407931e+00 -1.015446621217039080e+01
